league_name,club,average_market_value,total_market_value,average_market_value_eur,total_market_value_eur,source_url
Liga I,FC Botosani,€279k,€10.60m,279000.0,10600000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,Petrolul Ploiesti,€270k,€10.53m,270000.0,10530000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,UTA Arad,€337k,€10.10m,337000.0,10100000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,FC Hermannstadt,€330k,€9.25m,330000.0,9250000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,ACSC FC Arges,€254k,€8.13m,254000.0,8130000.000000001,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,SC Otelul Galati,€279k,€7.83m,279000.0,7830000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,AFC Unirea 04 Slobozia,€258k,€7.75m,258000.0,7750000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,FK Csikszereda Miercurea Ciuc,€172k,€5.66m,172000.0,5660000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Liga I,FC Metaloglobus Bucharest,€108k,€3.45m,108000.0,3450000.0,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1
Ligue 1 Uber Eats,Paris Saint-Germain,€47.81m,€1.15bn,47810000.0,1150000000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Olympique Marseille,€13.72m,€397.85m,13720000.0,397850000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,AS Monaco,€12.44m,€348.30m,12440000.0,348300000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,RC Strasbourg Alsace,€9.94m,€278.30m,9940000.0,278300000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,LOSC Lille,€7.99m,€215.60m,7990000.0,215600000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Olympique Lyon,€6.69m,€180.75m,6690000.0,180750000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,OGC Nice,€6.12m,€177.60m,6120000.0,177600000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Stade Rennais FC,€7.83m,€172.30m,7830000.0,172300000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Paris FC,€3.67m,€102.80m,3670000.0,102800000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,RC Lens,€3.26m,€91.35m,3260000.0,91350000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,FC Toulouse,€3.77m,€90.40m,3770000.0,90400000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Stade Brestois 29,€3.55m,€88.70m,3550000.0,88700000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,FC Nantes,€3.22m,€83.60m,3220000.0,83600000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,AJ Auxerre,€2.66m,€71.85m,2660000.0,71850000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,FC Lorient,€2.54m,€65.95m,2540000.0,65950000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,FC Metz,€1.84m,€51.55m,1840000.0,51550000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Le Havre AC,€1.78m,€46.25m,1780000.0,46250000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 1 Uber Eats,Angers SCO,€1.31m,€32.65m,1310000.0,32650000.0,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1
Ligue 2 BKT,AS Saint-Étienne,€2.62m,€68.00m,2620000.0,68000000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Stade Reims,€2.05m,€57.33m,2049999.9999999998,57330000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Montpellier HSC,€888k,€22.20m,888000.0,22200000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,ESTAC Troyes,€653k,€18.28m,653000.0,18280000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,EA Guingamp,€688k,€17.20m,688000.0,17200000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,USL Dunkerque,€666k,€16.65m,666000.0,16649999.999999998,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Amiens SC,€596k,€14.90m,596000.0,14900000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Red Star FC,€507k,€13.70m,507000.0,13700000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,SC Bastia,€514k,€12.85m,514000.0,12850000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Grenoble Foot 38,€456k,€12.33m,456000.0,12330000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Pau FC,€491k,€11.30m,491000.0,11300000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Clermont Foot 63,€402k,€10.45m,402000.0,10450000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Rodez AF,€357k,€10.35m,357000.0,10350000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Stade Lavallois,€363k,€8.70m,363000.0,8700000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,AS Nancy-Lorraine,€376k,€8.65m,376000.0,8650000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,FC Annecy,€282k,€7.90m,282000.0,7900000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,Le Mans FC,€288k,€7.48m,288000.0,7480000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Ligue 2 BKT,US Boulogne,€183k,€5.13m,183000.0,5130000.0,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2
Major League Soccer,Inter Miami CF,€3.00m,€77.88m,3000000.0,77880000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Los Angeles FC,€2.14m,€66.48m,2140000.0,66480000.00000001,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,FC Cincinnati,€2.25m,€65.35m,2250000.0,65349999.99999999,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Atlanta United FC,€2.32m,€64.85m,2320000.0,64849999.99999999,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Los Angeles Galaxy,€2.10m,€58.68m,2100000.0,58680000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Portland Timbers,€2.19m,€56.85m,2190000.0,56850000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Seattle Sounders FC,€2.00m,€56.00m,2000000.0,56000000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Vancouver Whitecaps FC,€1.73m,€53.55m,1730000.0,53550000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Columbus Crew,€1.89m,€53.03m,1890000.0,53030000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,New York City FC,€1.60m,€47.98m,1600000.0,47980000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Charlotte FC,€1.52m,€46.98m,1520000.0,46980000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Chicago Fire FC,€1.51m,€46.70m,1510000.0,46700000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,San Diego FC,€1.56m,€46.65m,1560000.0,46650000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Austin FC,€1.80m,€45.05m,1800000.0,45050000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Minnesota United FC,€1.70m,€44.15m,1700000.0,44150000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Colorado Rapids,€1.60m,€43.13m,1600000.0,43130000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Orlando City SC,€1.48m,€42.98m,1480000.0,42980000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Nashville SC,€1.32m,€40.83m,1320000.0,40830000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Real Salt Lake City,€1.09m,€40.35m,1090000.0,40350000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Philadelphia Union,€1.31m,€39.28m,1310000.0,39280000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,New York Red Bulls,€1.07m,€38.55m,1070000.0,38550000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,St. Louis CITY SC,€1.17m,€37.36m,1170000.0,37360000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,New England Revolution,€1.38m,€37.18m,1380000.0,37180000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Houston Dynamo FC,€1.07m,€36.33m,1070000.0,36330000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,San Jose Earthquakes,€1.12m,€34.68m,1120000.0,34680000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Sporting Kansas City,€1.33m,€33.35m,1330000.0,33350000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,FC Dallas,€951k,€30.43m,951000.0,30430000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,CF Montréal,€1.09m,€27.30m,1090000.0,27300000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,Toronto FC,€1.05m,€26.30m,1050000.0,26300000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Major League Soccer,D.C. United,€992k,€25.80m,992000.0,25800000.0,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1
Nemzeti Bajnokság I,Ferencvárosi TC,€1.49m,€46.15m,1490000.0,46150000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Újpest FC,€608k,€16.43m,608000.0,16430000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Puskás Akadémia FC,€513k,€14.35m,513000.0,14350000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,ETO FC,€389k,€10.90m,389000.0,10900000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,MTK Budapest,€342k,€8.90m,342000.0,8900000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Debreceni VSC,€250k,€8.75m,250000.0,8750000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Paksi FC,€334k,€8.35m,334000.0,8350000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Nyíregyháza Spartacus,€281k,€8.15m,281000.0,8150000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Diósgyőri VTK,€248k,€7.45m,248000.0,7450000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Zalaegerszegi TE FC,€217k,€6.73m,217000.0,6730000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Kisvárda FC,€229k,€6.43m,229000.0,6430000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Nemzeti Bajnokság I,Kazincbarcikai SC,€162k,€4.53m,162000.0,4530000.0,https://www.transfermarkt.com/nb-i/startseite/wettbewerb/UNG1
Premier League,Arsenal FC,€52.56m,€1.31bn,52560000.0,1310000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Manchester City,€46.64m,€1.21bn,46640000.0,1210000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Liverpool FC,€44.39m,€1.15bn,44390000.0,1150000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Chelsea FC,€36.66m,€1.14bn,36660000.0,1140000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Tottenham Hotspur,€31.74m,€920.60m,31740000.0,920600000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Newcastle United,€25.93m,€751.83m,25930000.0,751830000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Manchester United,€28.08m,€730.20m,28080000.0,730200000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Nottingham Forest,€23.03m,€644.70m,23030000.0,644700000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Aston Villa,€23.74m,€546.00m,23740000.0,546000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Brighton & Hove Albion,€20.02m,€520.60m,20020000.0,520600000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Crystal Palace,€16.15m,€484.53m,16149999.999999998,484530000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,AFC Bournemouth,€17.92m,€448.10m,17920000.0,448100000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Brentford FC,€14.40m,€431.90m,14400000.0,431900000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Everton FC,€17.28m,€414.60m,17280000.0,414600000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,West Ham United,€15.42m,€400.80m,15420000.0,400800000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Wolverhampton Wanderers,€14.48m,€376.60m,14480000.0,376600000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Fulham FC,€15.58m,€374.00m,15580000.0,374000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Sunderland AFC,€9.44m,€340.00m,9440000.0,340000000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Leeds United,€12.17m,€316.30m,12170000.0,316300000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premier League,Burnley FC,€7.72m,€247.15m,7720000.0,247150000.0,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1
Premyer Liqa,Qarabağ FK,€993k,€24.83m,993000.0,24830000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Sabah FK,€509k,€14.75m,509000.0,14750000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Neftchi PFK,€538k,€14.00m,538000.0,14000000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Zira FC,€476k,€12.85m,476000.0,12850000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Turan-Tovuz IK,€405k,€10.13m,405000.0,10130000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Araz-Nakhchivan,€377k,€9.05m,377000.0,9050000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Sumgayit PFC,€277k,€6.93m,277000.0,6930000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Kapaz PFK,€225k,€6.08m,225000.0,6080000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,FC Shamakhi,€183k,€4.58m,183000.0,4580000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,FC Imishli,€107k,€2.68m,107000.0,2680000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,FK Gabala,€87k,€2.35m,87000.0,2350000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Premyer Liqa,Karvan Yevlakh,€92k,€2.30m,92000.0,2300000.0,https://www.transfermarkt.com/premyer-liqasi/startseite/wettbewerb/AZ1
Primeira Liga,Sporting CP,€18.26m,€456.50m,18260000.0,456500000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,FC Porto,€15.07m,€391.80m,15070000.0,391800000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,SL Benfica,€13.29m,€358.80m,13290000.0,358800000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,SC Braga,€5.00m,€135.00m,5000000.0,135000000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,FC Famalicão,€2.31m,€62.30m,2310000.0,62300000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Rio Ave FC,€1.42m,€42.58m,1420000.0,42580000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,CD Santa Clara,€1.83m,€41.98m,1830000.0,41980000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,GD Estoril Praia,€1.55m,€40.25m,1550000.0,40250000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,FC Alverca,€956k,€29.63m,956000.0,29630000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Gil Vicente FC,€1.15m,€28.70m,1150000.0,28700000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Casa Pia AC,€902k,€27.95m,902000.0,27950000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Moreirense FC,€1.05m,€27.20m,1050000.0,27200000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Vitória Guimarães SC,€1.02m,€26.45m,1020000.0,26450000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,FC Arouca,€935k,€24.30m,935000.0,24300000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,CD Tondela,€809k,€22.65m,809000.0,22650000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,CD Nacional,€599k,€18.58m,599000.0,18580000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Avs Futebol,€559k,€16.20m,559000.0,16200000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,CF Estrela Amadora,€480k,€13.45m,480000.0,13450000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primera División,CA River Plate,€2.88m,€86.25m,2880000.0,86250000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Boca Juniors,€2.53m,€83.35m,2530000.0,83350000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Racing Club,€2.34m,€77.23m,2340000.0,77230000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Independiente,€2.11m,€56.95m,2110000.0,56950000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Vélez Sarsfield,€1.72m,€55.03m,1720000.0,55030000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Estudiantes de La Plata,€1.66m,€46.58m,1660000.0,46580000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Rosario Central,€1.46m,€39.40m,1460000.0,39400000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Talleres,€1.50m,€38.95m,1500000.0,38950000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,AA Argentinos Juniors,€1.17m,€37.58m,1170000.0,37580000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA San Lorenzo de Almagro,€1.25m,€35.08m,1250000.0,35080000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Lanús,€1.06m,€32.93m,1060000.0,32930000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Belgrano,€1.01m,€31.45m,1010000.0,31450000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CD Godoy Cruz Antonio Tomba,€927k,€30.60m,927000.0,30600000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Huracán,€993k,€29.80m,993000.0,29800000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Tigre,€880k,€28.15m,880000.0,28150000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Defensa y Justicia,€877k,€28.08m,877000.0,28080000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Platense,€946k,€27.43m,946000.0,27430000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Instituto ACC,€910k,€26.40m,910000.0,26400000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Unión (Santa Fe),€823k,€25.50m,823000.0,25500000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CS Independiente Rivadavia,€726k,€23.95m,726000.0,23950000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Barracas Central,€710k,€21.30m,710000.0,21300000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Newell's Old Boys,€584k,€18.70m,584000.0,18700000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Central Córdoba (SdE),€530k,€17.48m,530000.0,17480000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Banfield,€524k,€17.30m,524000.0,17300000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club de Gimnasia y Esgrima La Plata,€511k,€16.88m,511000.0,16880000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Tucumán,€571k,€15.98m,571000.0,15980000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Sarmiento (Junin),€395k,€12.63m,395000.0,12630000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Aldosivi,€340k,€10.89m,340000.0,10890000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA San Martín (San Juan),€316k,€10.13m,316000.0,10130000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Deportivo Riestra,€246k,€7.86m,246000.0,7860000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Saudi Pro League,Al-Hilal SFC,€7.98m,€215.45m,7980000.0,215450000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Ahli SFC,€6.20m,€173.50m,6200000.0,173500000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Ittihad Club,€4.88m,€146.28m,4880000.0,146280000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Nassr FC,€5.15m,€144.13m,5150000.0,144130000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Qadsiah FC,€4.97m,€129.23m,4970000.0,129229999.99999999,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,NEOM SC,€2.82m,€78.90m,2820000.0,78900000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Shabab FC,€1.92m,€49.88m,1920000.0,49880000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Taawoun FC,€1.32m,€35.58m,1320000.0,35580000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Ettifaq FC,€1.31m,€33.95m,1310000.0,33950000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Fateh SC,€721k,€20.20m,721000.0,20200000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Kholood Club,€745k,€17.88m,745000.0,17880000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Fayha FC,€606k,€16.96m,606000.0,16960000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Damac FC,€616k,€15.40m,616000.0,15400000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Khaleej FC,€558k,€13.95m,558000.0,13950000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Najma SC,€527k,€13.70m,527000.0,13700000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Riyadh SC,€453k,€13.13m,453000.0,13130000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
